"id","image_url","x","y","is_hand","is_note","word"
798,"Master_00798.jpg",410,171,1,0,""
799,"Master_00799.jpg",409,174,1,0,""
800,"Master_00800.jpg",413,174,1,0,""
801,"Master_00801.jpg",398,179,1,0,""
802,"Master_00802.jpg",413,173,1,0,""
803,"Master_00803.jpg",391,174,1,0,""
804,"Master_00804.jpg",397,172,1,0,""
805,"Master_00805.jpg",399,166,1,0,""
806,"Master_00806.jpg",398,170,1,0,""
807,"Master_00807.jpg",399,166,1,0,""
808,"Master_00808.jpg",399,162,1,0,""
809,"Master_00809.jpg",399,155,1,0,""
810,"Master_00810.jpg",401,151,1,0,""
811,"Master_00811.jpg",405,150,1,0,""
812,"Master_00812.jpg",408,141,1,0,""
813,"Master_00813.jpg",413,142,1,1,"to"
814,"Master_00814.jpg",407,154,1,0,""
815,"Master_00815.jpg",416,140,1,0,""
816,"Master_00816.jpg",413,138,1,0,""
817,"Master_00817.jpg",416,146,1,0,""
818,"Master_00818.jpg",417,148,1,0,""
819,"Master_00819.jpg",421,154,1,0,""
820,"Master_00820.jpg",418,152,1,0,""
821,"Master_00821.jpg",418,145,1,0,""
822,"Master_00822.jpg",418,147,1,0,""
823,"Master_00823.jpg",417,150,1,0,""
824,"Master_00824.jpg",415,147,1,0,""
825,"Master_00825.jpg",415,152,1,0,""
826,"Master_00826.jpg",420,155,1,0,""
827,"Master_00827.jpg",413,150,1,0,""
828,"Master_00828.jpg",414,155,1,0,""
829,"Master_00829.jpg",414,156,1,1,"ni"
830,"Master_00830.jpg",410,158,1,1,"-i-"
831,"Master_00831.jpg",416,160,1,1,"-i-"
832,"Master_00832.jpg",413,160,1,1,"-i-"
833,"Master_00833.jpg",416,161,1,1,"-i-"
834,"Master_00834.jpg",416,162,1,1,"-i-"
835,"Master_00835.jpg",416,163,1,1,"-i-"
836,"Master_00836.jpg",421,167,1,1,"-i-"
837,"Master_00837.jpg",417,170,1,1,"-i-"
838,"Master_00838.jpg",419,179,1,1,"-i-"
839,"Master_00839.jpg",420,173,1,1,"-i-"
840,"Master_00840.jpg",420,179,1,1,"-i-"
841,"Master_00841.jpg",420,181,1,1,"-i-"
842,"Master_00842.jpg",418,182,1,1,"-i-"
843,"Master_00843.jpg",414,182,1,1,"-i-"
844,"Master_00844.jpg",415,184,1,1,"-i-"
845,"Master_00845.jpg",414,183,1,1,"-i-"
846,"Master_00846.jpg",413,188,1,1,"-i-"
847,"Master_00847.jpg",411,195,1,1,"-i-"
848,"Master_00848.jpg",-1,-1,0,1,"-i-"
849,"Master_00849.jpg",406,190,1,1,"-i-"
